,customerid,surname,balance,numofproducts,hascrcard,tenure,isactivemember,exited,creditscore,geography,gender,age,estimatedsalary,age_group,estimatedsalary_group,saving,saving_group,creditscore_group,numofproducts_scale,age_scale,creditscore_scale,estimatedsalary_scale,balance_scale,gender_scale,geography_germany,geography_spain,saving_group_below 50k,saving_group_50k - 100k,saving_group_100k - 150k,saving_group_150k - 200k,saving_group_above 200k,creditscore_group_650 - 700,creditscore_group_above 700,age_group_21-23,age_group_24-31,age_group_32-44,age_group_45-60,age_group_above 60,salary_group_5k - 10k,salary_group_10k - 20k,salary_group_20k - 50k,salary_group_50k - 100k,salary_group_100k - 150k,salary_group_150k - 200k,numofproducts_2,numofproducts_3,numofproducts_4,no_churn_proba,churn_proba,predicted
3914,15732266,Field,127997.83,1,0,5,0,1,553,germany,male,53,165378.66,45-60,150k - 200k,1,100k - 150k,below 650,0.0,0.47297297297297297,0.406,0.8269143703223657,0.5101586464847142,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.16961068,0.8303893,1
3915,15669326,Gordon,168396.34,1,1,2,1,0,658,france,male,44,14178.73,32-44,10k - 20k,1,150k - 200k,650 - 700,0.0,0.35135135135135137,0.616,0.07084251546022644,0.6711742604337881,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.8853687,0.114631295,0
3916,15672246,Jefferies,134896.03,1,1,2,1,0,686,germany,male,43,97847.05,32-44,50k - 100k,1,100k - 150k,650 - 700,0.0,0.3378378378378379,0.672,0.48922407089877085,0.5376526780255682,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.74245155,0.25754845,0
3917,15620276,Palermo,0.0,3,1,6,1,0,539,spain,male,36,118959.64,32-44,100k - 150k,0,no saving,below 650,0.6666666666666667,0.24324324324324326,0.378,0.5947971031233482,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.5503613,0.44963875,0
3918,15640258,Chou,94238.75,2,1,6,1,1,685,france,female,50,50664.07,45-60,50k - 100k,1,50k - 100k,650 - 700,0.3333333333333333,0.4324324324324324,0.67,0.2532866388740125,0.3756056891465376,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.7149322,0.28506777,0
3919,15740283,Ewing,0.0,2,0,1,0,0,850,france,male,29,152996.89,24-31,150k - 200k,0,no saving,above 700,0.3333333333333333,0.14864864864864863,0.9999999999999999,0.7649996074625127,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.9743964,0.025603598,0
3920,15759717,Mazzi,0.0,2,0,7,0,0,763,spain,female,39,19458.75,32-44,10k - 20k,0,no saving,above 700,0.3333333333333333,0.2837837837837838,0.826,0.09724513691057494,0.0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.9465012,0.053498793,0
3921,15620268,Thomson,212696.32,1,0,3,0,0,634,germany,male,43,115268.86,32-44,100k - 150k,1,above 200k,below 650,0.0,0.3378378378378379,0.568,0.576341440607578,0.8477398931175604,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.7832654,0.21673459,0
3922,15743871,Nkemdirim,0.0,2,0,3,0,1,567,france,male,59,25843.7,45-60,20k - 50k,0,no saving,below 650,0.3333333333333333,0.5540540540540542,0.43400000000000005,0.12917293601538946,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.93321943,0.06678054,0
3923,15614491,Lockyer,139153.68,2,0,3,0,0,539,france,male,39,147662.33,32-44,100k - 150k,1,100k - 150k,below 650,0.3333333333333333,0.2837837837837838,0.378,0.7383242599668267,0.5546223169733975,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.9200009,0.07999907,0
3924,15595047,Murray,0.0,2,0,7,0,0,764,france,male,41,134878.34,32-44,100k - 150k,0,no saving,above 700,0.3333333333333333,0.3108108108108108,0.828,0.6743982050285802,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.9686772,0.03132275,0
3925,15732334,Black,0.0,2,0,0,0,0,653,france,female,40,35795.85,32-44,20k - 50k,0,no saving,650 - 700,0.3333333333333333,0.2972972972972973,0.606,0.17893843862088826,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.9430906,0.05690937,0
3926,15701206,Torreggiani,0.0,2,0,5,0,0,566,spain,male,44,66462.79,32-44,50k - 100k,0,no saving,below 650,0.3333333333333333,0.35135135135135137,0.43200000000000005,0.3322877834833226,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.9686772,0.03132275,0
3927,15581280,Atkinson,92887.13,1,1,6,1,0,714,germany,male,29,69578.49,24-31,50k - 100k,1,50k - 100k,above 700,0.0,0.14864864864864863,0.7279999999999999,0.34786777137216607,0.3702185616478787,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.9194056,0.08059443,0
3928,15651943,Richards,0.0,2,1,1,1,0,580,spain,female,65,103182.46,above 60,100k - 150k,0,no saving,below 650,0.3333333333333333,0.6351351351351351,0.45999999999999985,0.5159036688003704,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.95398253,0.046017453,0
3929,15609545,Azubuike,83442.98,1,1,5,1,0,548,france,male,29,177017.39,24-31,150k - 200k,1,50k - 100k,below 650,0.0,0.14864864864864863,0.396,0.8851135783467321,0.3325771830307676,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.9476802,0.052319825,0
3930,15658548,Ignatiev,144773.29,2,0,6,0,0,646,germany,female,36,53217.3,32-44,50k - 100k,1,100k - 150k,below 650,0.3333333333333333,0.24324324324324326,0.592,0.2660540081577791,0.5770202953717185,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.8812778,0.11872219,0
3931,15626008,Miller,111973.97,1,1,9,1,1,622,germany,female,52,162756.29,45-60,150k - 200k,1,100k - 150k,below 650,0.0,0.4594594594594595,0.5439999999999999,0.813801268021096,0.4462926361854728,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.33362067,0.66637933,1
3932,15774133,Cox,178032.53,1,1,8,1,0,706,france,female,35,42181.68,32-44,20k - 50k,1,150k - 200k,above 700,0.0,0.22972972972972977,0.7119999999999999,0.21087063814594292,0.709581049421301,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.8614558,0.13854419,0
3933,15763798,McMillan,140007.19,1,1,5,1,0,680,france,male,23,31714.08,21-23,20k - 50k,1,100k - 150k,650 - 700,0.0,0.0675675675675676,0.66,0.1585276393895617,0.5580241364133144,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.9443148,0.05568521,0
3934,15758013,Napolitano,98400.61,2,0,5,0,0,698,france,male,37,25017.28,32-44,20k - 50k,1,50k - 100k,650 - 700,0.3333333333333333,0.25675675675675674,0.6960000000000001,0.12504044136215006,0.39219353961602504,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.92262006,0.07737991,0
3935,15705765,Lane,0.0,2,0,1,0,0,581,spain,female,46,104272.04,45-60,100k - 150k,0,no saving,below 650,0.3333333333333333,0.37837837837837845,0.46199999999999986,0.5213520891245114,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.88294345,0.117056556,0
3936,15648362,Kennedy,108924.33,2,0,3,0,1,728,germany,male,45,84300.4,45-60,50k - 100k,1,100k - 150k,above 700,0.3333333333333333,0.36486486486486486,0.7559999999999999,0.4214843517555926,0.4341377409449391,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.5235388,0.47646117,0
3937,15761102,T'ao,132835.56,1,0,4,0,0,707,spain,female,32,136877.24,32-44,100k - 150k,1,100k - 150k,above 700,0.0,0.1891891891891892,0.7139999999999999,0.6843936595944912,0.5294402998444508,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.831282,0.16871797,0
3938,15610165,Hsiung,0.0,2,1,1,1,0,761,france,female,26,199409.19,24-31,150k - 200k,0,no saving,above 700,0.3333333333333333,0.10810810810810811,0.822,0.9970832714524236,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.9643958,0.035604153,0
3939,15723717,Heath,118334.44,1,0,1,0,1,483,germany,male,41,163147.99,32-44,150k - 200k,1,100k - 150k,below 650,0.0,0.3108108108108108,0.2659999999999999,0.8157599550757096,0.4716434469469258,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.55888885,0.44111115,0
3940,15654611,Parry,81732.88,2,0,9,0,0,736,germany,female,25,136497.28,24-31,100k - 150k,1,50k - 100k,above 700,0.3333333333333333,0.09459459459459457,0.7719999999999999,0.6824936781462629,0.3257612682503881,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.93800676,0.061993256,0
3941,15659736,Herbert,121411.9,1,0,5,0,1,716,germany,male,66,10070.4,above 60,10k - 20k,1,100k - 150k,above 700,0.0,0.6486486486486487,0.7319999999999999,0.05029890354528857,0.4839092238605723,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.2531734,0.7468266,1
3942,15603170,Kang,121455.65,1,0,9,0,1,654,france,male,32,190068.53,32-44,150k - 200k,1,100k - 150k,650 - 700,0.0,0.1891891891891892,0.608,0.9503755108612871,0.4840835974478722,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.85659695,0.14340308,0
3943,15786167,Andreyeva,0.0,2,1,5,1,0,649,spain,male,20,58309.54,18-20,50k - 100k,0,no saving,below 650,0.3333333333333333,0.02702702702702703,0.598,0.29151763993461377,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.9774854,0.022514556,0
3944,15671915,Bowen,0.0,2,1,5,1,0,649,france,male,46,76946.6,45-60,50k - 100k,0,no saving,below 650,0.3333333333333333,0.37837837837837845,0.598,0.3847118399807182,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.9556147,0.044385314,0
3945,15794792,Golubev,117989.76,1,1,8,1,0,612,france,female,31,54129.86,24-31,50k - 100k,1,100k - 150k,below 650,0.0,0.1756756756756757,0.5239999999999999,0.2706172439467969,0.47026966207674203,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.9237184,0.07628161,0
3946,15652789,Hancock,0.0,2,1,10,1,0,657,spain,male,40,52990.7,32-44,50k - 100k,0,no saving,650 - 700,0.3333333333333333,0.2972972972972973,0.614,0.2649208999459448,0.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.9786048,0.021395225,0
3947,15739168,Fowler,137411.29,1,1,5,1,0,511,france,female,31,161854.98,24-31,150k - 200k,1,100k - 150k,below 650,0.0,0.1756756756756757,0.32199999999999995,0.8092942876044662,0.5476777045213856,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.9150492,0.08495081,0
3948,15719950,Sutherland,73688.2,1,1,10,1,0,682,france,male,61,172141.33,above 60,150k - 200k,1,50k - 100k,650 - 700,0.0,0.5810810810810811,0.664,0.8607309498057063,0.2936977320154171,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.94050896,0.05949105,0
3949,15743818,Rowley,122330.7,2,1,9,1,0,748,spain,male,58,124429.19,45-60,100k - 150k,1,100k - 150k,above 700,0.3333333333333333,0.5405405405405406,0.7959999999999999,0.6221474650829154,0.4875712684779705,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.84947884,0.15052114,0
3950,15717937,Gibbons,99906.89,1,0,5,0,0,554,germany,male,43,24983.39,32-44,20k - 50k,1,50k - 100k,below 650,0.0,0.3378378378378379,0.40800000000000003,0.12487097517812949,0.3981970926920967,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.82133436,0.17866567,0
3951,15602841,Lockett,0.0,2,1,5,1,0,794,spain,female,28,86699.98,24-31,50k - 100k,0,no saving,above 700,0.3333333333333333,0.13513513513513514,0.888,0.4334833976644769,0.0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.96593547,0.03406453,0
3952,15619972,Akabueze,167664.83,1,0,9,0,1,807,france,female,47,125440.11,45-60,100k - 150k,1,150k - 200k,above 700,0.0,0.39189189189189194,0.914,0.627202547843319,0.6682586941973133,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.28866374,0.71133626,1
3953,15796114,Phelps,141525.55,1,0,7,0,0,594,france,female,34,9443.15,32-44,5k - 10k,1,100k - 150k,below 650,0.0,0.21621621621621623,0.4879999999999999,0.04716235400480745,0.5640758365278907,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.8300875,0.1699125,0
3954,15633546,Frederick,124832.51,1,0,3,0,0,652,spain,female,33,195877.06,32-44,150k - 200k,1,100k - 150k,650 - 700,0.0,0.2027027027027027,0.604,0.9794209346992637,0.4975426875509495,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.831282,0.16871797,0
3955,15758755,Beneventi,132121.71,1,1,9,1,0,729,france,female,34,105409.31,32-44,100k - 150k,1,100k - 150k,above 700,0.0,0.21621621621621623,0.7579999999999999,0.5270389822228022,0.5265951207520153,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.8797163,0.12028372,0
3956,15695168,Bruce,0.0,2,0,2,0,0,625,france,male,39,100403.05,32-44,100k - 150k,0,no saving,below 650,0.3333333333333333,0.2837837837837838,0.5499999999999999,0.5020052915053388,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.9686772,0.03132275,0
3957,15754342,Green,78539.84,1,1,0,1,0,597,germany,female,60,48502.88,45-60,20k - 50k,1,50k - 100k,below 650,0.0,0.5675675675675675,0.4939999999999999,0.24247965680722505,0.31303482621171014,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.4748606,0.5251394,1
3958,15756610,Carlson,123770.46,1,0,5,0,1,657,germany,female,38,47019.66,32-44,20k - 50k,1,100k - 150k,650 - 700,0.0,0.27027027027027034,0.614,0.23506284850203193,0.4933096939877064,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.49270308,0.5072969,1
3959,15640917,Tang,0.0,2,1,5,1,0,633,france,male,43,48249.88,32-44,20k - 50k,0,no saving,below 650,0.3333333333333333,0.3378378378378379,0.566,0.24121453598818685,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.97727174,0.022728262,0
3960,15663164,Yudin,116150.65,3,1,7,1,1,663,germany,male,49,84358.71,45-60,50k - 100k,1,100k - 150k,650 - 700,0.6666666666666667,0.4189189189189189,0.626,0.4217759296012769,0.4629395544621324,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.096111655,0.90388834,1
3961,15616811,MacDonald,160729.1,1,1,0,1,0,535,france,male,47,145986.35,45-60,100k - 150k,1,150k - 200k,below 650,0.0,0.39189189189189194,0.37,0.7299435596099427,0.6406150800111712,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.7509493,0.24905069,0
3962,15610781,Watt,88378.6,1,0,10,0,0,702,france,female,29,88550.28,24-31,50k - 100k,1,50k - 100k,above 700,0.0,0.14864864864864863,0.7040000000000001,0.442735781267111,0.3522489948010366,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.8667304,0.13326961,0
3963,15600911,Mbadiwe,182888.08,1,0,2,0,0,712,france,male,33,3061.0,32-44,below 5k,1,150k - 200k,above 700,0.0,0.2027027027027027,0.7239999999999999,0.015248556237120644,0.7289337276341961,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8321904,0.16780959,0
3964,15629603,Chuang,0.0,2,1,8,1,0,607,france,male,31,43196.5,24-31,20k - 50k,0,no saving,below 650,0.3333333333333333,0.1756756756756757,0.5139999999999999,0.2159452227687744,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.977522,0.022477983,0
3965,15714981,Sabbatini,0.0,1,1,4,1,1,476,france,male,37,55775.84,32-44,50k - 100k,0,no saving,below 650,0.0,0.25675675675675674,0.252,0.27884792997731284,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.85637677,0.14362326,0
3966,15775892,Caldwell,85600.08,1,0,8,0,0,748,spain,female,23,134077.71,21-23,100k - 150k,1,50k - 100k,above 700,0.0,0.0675675675675676,0.7959999999999999,0.670394672691242,0.34117469766310304,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7272525,0.27274752,0
3967,15782778,Ewers,0.0,2,1,4,1,0,815,france,male,35,198490.33,32-44,150k - 200k,0,no saving,above 700,0.3333333333333333,0.22972972972972977,0.93,0.9924885326548684,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.9768051,0.02319493,0
3968,15786643,Tsao,0.0,2,1,10,1,0,602,france,male,32,116052.92,32-44,100k - 150k,0,no saving,below 650,0.3333333333333333,0.1891891891891892,0.5039999999999999,0.5802621150319855,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.97813845,0.02186157,0
3969,15595657,Hannam,95001.33,1,1,4,1,0,649,germany,male,40,123202.99,32-44,100k - 150k,1,50k - 100k,below 650,0.0,0.2972972972972973,0.598,0.6160158795164938,0.37864509052261025,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.84732664,0.15267333,0
3970,15743673,Wood,113873.22,1,1,2,1,1,551,spain,male,27,85129.77,24-31,50k - 100k,1,100k - 150k,below 650,0.0,0.12162162162162166,0.402,0.4256315978175916,0.45386244271528736,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.91651,0.08349,0
3971,15634310,Ko,0.0,2,0,6,0,0,509,france,male,30,180598.86,24-31,150k - 200k,0,no saving,below 650,0.3333333333333333,0.16216216216216217,0.31799999999999995,0.9030226386619921,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.9743964,0.025603598,0
3972,15790809,Lo Duca,74896.92,1,0,7,0,0,685,spain,male,40,198694.2,32-44,150k - 200k,1,50k - 100k,650 - 700,0.0,0.2972972972972973,0.67,0.9935079800120912,0.2985153055569295,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.81360555,0.18639447,0
3973,15668695,Endrizzi,89492.62,1,0,5,0,0,536,france,female,22,42934.43,21-23,20k - 50k,1,50k - 100k,below 650,0.0,0.05405405405405406,0.372,0.21463474761839754,0.35668912425758204,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8024309,0.19756909,0
3974,15669281,Ch'iu,128718.78,1,0,3,0,0,711,spain,male,38,114793.45,32-44,100k - 150k,1,100k - 150k,above 700,0.0,0.27027027027027034,0.7219999999999999,0.5739641635776216,0.5130321239193173,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.86136734,0.13863263,0
3975,15621031,Mofflin,0.0,2,0,8,0,0,761,spain,male,27,63297.7,24-31,50k - 100k,0,no saving,above 700,0.3333333333333333,0.12162162162162166,0.822,0.3164608220085018,0.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.97457254,0.025427485,0
3976,15720071,Fiorentini,0.0,1,0,3,0,1,535,france,female,49,61820.41,45-60,50k - 100k,0,no saving,below 650,0.0,0.4189189189189189,0.37,0.3090736665351541,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.20016843,0.79983157,1
3977,15792180,Chiekwugo,144954.75,2,0,7,0,0,566,germany,male,22,102246.0,21-23,100k - 150k,1,100k - 150k,below 650,0.3333333333333333,0.05405405405405406,0.43200000000000005,0.5112209215980126,0.5777435372266086,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.91745806,0.08254195,0
3978,15813894,Bogle,0.0,2,0,9,0,0,620,spain,male,21,154882.79,21-23,150k - 200k,0,no saving,below 650,0.3333333333333333,0.040540540540540515,0.5399999999999999,0.7744300080657702,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0.9691829,0.030817108,0
3979,15669490,Ifeanacho,94001.61,2,0,6,0,0,837,germany,male,37,140723.05,32-44,100k - 150k,1,50k - 100k,above 700,0.3333333333333333,0.25675675675675674,0.9739999999999999,0.7036245461441567,0.3746605245181421,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.9179755,0.08202451,0
3980,15783030,Owens,0.0,1,0,7,0,1,685,france,female,40,72852.74,32-44,50k - 100k,0,no saving,650 - 700,0.0,0.2972972972972973,0.67,0.3642405849758652,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.698138,0.30186197,0
3981,15695792,Ch'ien,0.0,1,1,0,1,0,673,france,male,65,85733.33,above 60,50k - 100k,0,no saving,650 - 700,0.0,0.6351351351351351,0.646,0.4286496860450173,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.869929,0.130071,0
3982,15575676,Chung,0.0,2,1,1,1,0,638,france,male,24,162597.15,24-31,150k - 200k,0,no saving,below 650,0.3333333333333333,0.08108108108108109,0.576,0.8130054920244882,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.97736585,0.022634141,0
3983,15627665,Sung,0.0,1,0,4,0,1,614,france,male,46,74379.57,45-60,50k - 100k,0,no saving,below 650,0.0,0.37837837837837845,0.5279999999999999,0.3718754641068222,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.25748432,0.7425157,1
3984,15814092,Wang,0.0,1,1,2,1,1,626,france,female,44,173117.22,32-44,150k - 200k,0,no saving,below 650,0.0,0.35135135135135137,0.5519999999999999,0.8656108658376874,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.69281757,0.3071824,0
3985,15695225,Sun,0.0,2,1,8,1,0,834,spain,male,38,66485.26,32-44,50k - 100k,0,no saving,above 700,0.3333333333333333,0.27027027027027034,0.9679999999999999,0.3324001442137724,0.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.97753006,0.022469962,0
3986,15615091,Maitland,0.0,2,1,6,1,0,691,france,male,24,92811.2,24-31,50k - 100k,0,no saving,650 - 700,0.3333333333333333,0.08108108108108109,0.682,0.4640424160507328,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.97800124,0.021998784,0
3987,15794345,Ma,0.0,2,1,8,1,0,706,spain,male,38,46635.11,32-44,20k - 50k,0,no saving,above 700,0.3333333333333333,0.27027027027027034,0.7119999999999999,0.23313991486186927,0.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.97731674,0.022683255,0
3988,15726484,Pollard,141546.35,1,1,7,1,0,633,france,male,37,124830.11,32-44,100k - 150k,1,100k - 150k,below 650,0.0,0.25675675675675674,0.566,0.6241522565404996,0.5641587387133956,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.9254703,0.07452972,0
3989,15650442,Hsieh,141528.88,1,1,8,1,1,644,germany,female,32,167087.34,32-44,150k - 200k,1,100k - 150k,below 650,0.0,0.1891891891891892,0.588,0.8354585862949911,0.5640891088489355,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.6026012,0.3973988,0
3990,15714256,Gerasimov,109805.3,1,1,7,1,0,666,france,male,30,163625.56,24-31,150k - 200k,1,100k - 150k,650 - 700,0.0,0.16216216216216217,0.632,0.8181480331371646,0.43764900721245037,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.95244163,0.04755835,0
3991,15778752,Johnson,86614.06,2,1,10,1,0,708,france,male,32,172129.26,32-44,150k - 200k,1,50k - 100k,above 700,0.3333333333333333,0.1891891891891892,0.7159999999999999,0.860670594041731,0.345216099492826,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.9450187,0.054981302,0
3992,15601659,Fiorentino,91680.1,2,0,7,0,1,496,germany,female,59,163141.18,45-60,150k - 200k,1,50k - 100k,below 650,0.3333333333333333,0.5540540540540542,0.2919999999999999,0.815725901823624,0.36540772390893855,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.48164213,0.5183579,1
3993,15602811,Chioke,38848.19,2,0,0,0,0,730,germany,male,38,94003.11,32-44,50k - 100k,1,below 50k,above 700,0.3333333333333333,0.27027027027027034,0.7599999999999999,0.4700025352421156,0.1548365314379237,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.90384966,0.09615036,0
3994,15779414,Rossi,153639.11,1,1,3,1,0,696,spain,male,40,138351.68,32-44,100k - 150k,1,150k - 200k,650 - 700,0.0,0.2972972972972973,0.6920000000000001,0.6917665637068339,0.6123566345204142,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.9056181,0.0943819,0
3995,15763097,Siciliano,0.0,2,1,8,1,0,809,spain,male,80,34164.05,above 60,20k - 50k,0,no saving,above 700,0.3333333333333333,0.8378378378378379,0.918,0.17077865936196907,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.97229266,0.027707333,0
3996,15633666,Efremov,123870.07,1,0,7,0,0,701,spain,female,33,97794.71,32-44,50k - 100k,1,100k - 150k,above 700,0.0,0.2027027027027027,0.7020000000000001,0.48896234590403387,0.4937067077712709,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.8297793,0.17022069,0
